market_name,mic,operating_mic,website
EBS MTF,EBSN,EBSN,WWW.NEX.COM
TRADECHO EU APA,ECEU,ECEU,WWW.TRADECHO.COM
TP ICAP EU - MTF - ORDERBOOK,TPIO,TPIC,WWW.TPICAP.COM
TP ICAP EU - MTF,TPIC,TPIC,WWW.TPICAP.COM
XTRD,XTRD,XTRD,HTTPS://XTRD.IO
BOFA SECURITIES EUROPE,MLEX,MLEX,WWW.BOFAML.COM
BOFA SECURITIES EUROPE - RFQ - SYSTEMATIC INTERNALISER,MLER,MLEX,WWW.BOFAML.COM
BOFA SECURITIES EUROPE - SYSTEMATIC INTERNALISER,MLES,MLEX,WWW.BOFAML.COM
MERRILL LYNCH INTERNATIONAL BANK DESIGNATED ACTIVITY COMPANY,MLIB,MLIB,WWW.BOFAML.COM/EMEA
FIRST NORTH DENMARK -SME GROWTH MARKET,DSME,XCSE,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH FINLAND - SME GROWTH MARKET,FSME,XHEL,WWW.NASDAQOMXNORDIC.COM
NASDAQ FIXED INCOME TRADING,XNFI,XNAS,WWW.NASDAQ.COM
NASDAQ OMX ESPEED,ESPD,XNAS,WWW.NASDAQOMX.COM
FIRST NORTH SWEDEN - SME GROWTH MARKET,SSME,XSTO,NASDAQOMXNORDIC.COM
ATHLOS CAPITAL INVESTMENT SERVICES LTD - SYSTEMATIC INTERNALISER,ATHL,ATHL,WWW.ATHLOSCAPITAL.COM
BROKERCREDITSERVICE (CYPRUS) LIMITED - SYSTEMATIC INTERNALISER,BCSC,BCSC,WWW.BCSCYPRUS.COM
CREDIT FINANCIER INVEST (CFI) LTD,CFIF,CFIF,WWW.CFIFINANCIAL.COM.CY
JEFFERIES EUROPE - SYSTEMATIC INTERNALISER,JESI,JEFE,WWW.JEFFERIES.COM
JEFFERIES EUROPE,JEFE,JEFE,WWW.JEFFERIES.COM
"MIZUHO BANK, LTD. LONDON BRANCH - SYSTEMATIC INTERNALISER",MHBL,MHBL,WWW.MIZUHO-EMEA.COM
NOW CP - NEU CP,NOWX,NOWX,WWW.NOWCP.EU
BANK POLSKA KASA OPIEKI S.A. - SYSTEMATIC INTERNALISER,PKOP,PKOP,WWW.PEKAO.COM.PL
VIRTU MATCHIT - CONDITIONAL ROOM,VCRS,VUSA,WWW.VIRTU.COM
VIRTU AMERICAS LLC,VUSA,VUSA,WWW.VIRTU.COM
VIRTU MATCHIT - MAIN CROSSING SESSION,VFMI,VUSA,WWW.VIRTU.COM
ABANCA,ABAN,ABAN,WWW.ABANCA.COM
BRD - GROUPE SOCIETE GENERALE S.A. - SYSTEMATIC INTERNALISER,BRDS,BRDE,WWW.BRD.RO
EQUILEND LIMITED,EQIE,EQIE,WWW.EQUILEND.COM
EQUILEND EUROPE LIMITED,EQLD,EQLD,WWW.EQUILEND.COM
GPB-FINANCIAL SERVICES LTD - SYSTEMATIC INTERNALISER,GPBC,GPBC,WWW.GPBFS.COM.CY
MOSCOW EXCHANGE - DERIVATIVES MARKET,RTSX,MISX,WWW.MOEX.COM
OHV OTF,OHVO,OHVO,WWW.OHV.NL
RBC CAPITAL MARKETS (EUROPE) GMBH,RBCG,RBCG,WWW.RBC.COM
REFINITIV MTF,RMTF,RMTF,WWW.REFINITIV.COM
UNICREDIT BANK AUSTRIA AG,UCBA,UCBA,WWW.BANKAUSTRIA.AT
UNICREDIT BANK AG - SYSTEMATIC INTERNALISER,UCDE,UCDE,WWW.HYPOVEREINSBANK.DE
UNICREDIT SPA - SYSTEMATIC INTERNALISER,UCIT,UCIT,WWW.UNICREDIT.IT
BRYAN GARNIER AND CO LIMITED,BRGA,BRGA,WWW.BRYANGARNIER.COM
NORDEA - SYSTEMATIC INTERNALISER,XNOR,XNOR,WWW.NORDEA.COM
NXCHANGE B.V. MTF,XNXD,XNXC,WWW.NXCHANGE.COM
BANCA MARCH S.A. - SYSTEMATIC INTERNALISER,BCMA,BCMA,WWW.BANCAMARCH.ES
"ČESKOSLOVENSKÁ OBCHODNÍ BANKA, A.S.",CSOB,CSOB,WWW.CSOB.CZ
CURRENEX IRELAND MTF - RFQ,ICXR,ICUR,WWW.CURRENEXMTF.COM/OUR-OFFERING
CURRENEX IRELAND MTF,ICUR,ICUR,WWW.CURRENEXMTF.COM/OUR-OFFERING
FX CONNECT IRELAND MTF,IFXC,IFXC,WWW.FXCONNECTMTF.COM/OUR-SERVICES
FX CONNECT IRELAND MTF - ALLOCATIONS,IFXA,IFXC,WWW.FXCONNECTMTF.COM/OUR-SERVICES
FX CONNECT IRELAND MTF - RFQ,IFXR,IFXC,WWW.FXCONNECTMTF.COM/OUR-SERVICES
MUFG SECURITIES (EUROPE) N.V -,MUSN,MUSN,WWW.MUFGEMEA.COM
SPREADEX,SPDX,SPDX,WWW.SPREADEX.COM
MORGAN STANLEY EUROPE S.E. - SYSTEMATIC INTERNALISER,MESI,MSEU,WWW.MORGANSTANLEY.COM
NIBC - SYSTEMIC INTERNALISER,NIBC,NIBC,WWW.NIBC.COM
UKRAINIAN INTERBANK CURRENCY EXCHANGE,UICE,UICE,WWW.UICEGROUP.COM
PJSC NATIONAL DEPOSITORY OF UKRAINE,XNDU,XNDU,WWW.CSD.UA
NASDAQ STOCKHOLM AB - GBP WB EQ DERIVATIVES,GBWB,XSTO,WWW.NASDAQOMXNORDIC.COM
ENTERPRISE COMMODITY SERVICES LIMITED,ECSL,ECSL,WWW.ENTERPRISECOMMODITY.COM
MORGAN STANLEY MTF - CONTINUOUS CROSS DARK,MSCX,MSAX,WWW.MORGANSTANLEY.COM
MORGAN STANLEY MTF - PERIODIC AUCTION,MSAX,MSAX,WWW.MORGANSTANLEY.COM
MORGAN STANLEY MTF - NEGOTIATED TRADE,MSNT,MSAX,WWW.MORGANSTANLEY.COM
MORGAN STANLEY EUROPE S.E.,MSEU,MSEU,WWW.MORGANSTANLEY.COM
TULLETT PREBON - INSTITUTIONAL SERVICES - OTF,TPIS,TPIS,WWW.TPICAP.COM
BRD - GROUPE SOCIETE GENERALE S.A. - LIQUIDITY PROVIDER,BRDL,BRDE,WWW.BRD.RO
BRD - GROUPE SOCIETE GENERALE S.A.,BRDE,BRDE,WWW.BRD.RO
CANADIAN IMPERIAL BANK OF COMMERCE - SYSTEMATIC INTERNALISER,CIBC,CIBC,WWW.CIBCWM.COM
CIBC WORLD MARKETS PLC - SYSTEMATIC INTERNALISER,CIBP,CIBP,WWW.CIBCWM.COM
42 FINANCIAL SERVICES - MTF,FTFM,FTFS,WWW.42FS.COM
42 FINANCIAL SERVICES,FTFS,FTFS,WWW.42FS.COM
CAIXABANK - SYSTEMATIC INTERNALISER,CABK,CABK,WWW.CAIXABANK.COM
CBOE EUROPE - REGULATED MARKET DARK BOOK (NL),BARU,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
CBOE EUROPE - REGULATED MARKET OFF BOOK (NL),BEUO,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
CBOE EUROPE - REGULATED MARKET INTEGRATED BOOK (NL),BEUT,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
CBOE EUROPE REGULATED MARKETS (NL),CCRM,CCRM,HTTP://MARKETS.CBOE.COM/EUROPE/EQUITIES/ABOUT/
CBOE EUROPE - APA (NL),CAPA,CCXE,WWW.CBOE.COM/EUROPE/EQUITIES/
CBOE EUROPE - LIS SERVICE (NL),LISZ,CCXE,WWW.CBOE.COM/EUROPE/EQUITIES/
CBOE EUROPE EQUITIES - EUROPEAN EQUITIES (NL),CCXE,CCXE,WWW.CBOE.COM/EUROPE/EQUITIES/
DEKABANK DEUTSCHE GIROZENTRALE,DEKA,DEKA,WWW.DEKA.DE
INTERACTIVE BROKERS LLC - ATS,IATS,IATS,WWW.INTERACTIVEBROKERS.COM
ICAP EU - OTF,ICOT,ICOT,WWW.TPICAP.COM
IPSX PRIME,IPXP,IPSX,WWW.IPSX.COM
ICBC STANDARD BANK - SYSTEMATIC INTERNALISER,ISSI,ISSI,WWW.ICBCSTANDARDBANK.COM
DEN JYSKE SPAREKASSE - SYSTEMATIC INTERNALISER,JYSI,JYSI,WWW.DJS.DK
NATWEST MARKETS NV,NWNV,NWNV,WWW.RBS.COM
OTP BANK NYRT - SYSTEMATIC INTERNALISER,OTPB,OTPB,WWW.OTPBANK.HU
RAIFFEISEN BANK (HUNGARY) - SYSTEMATIC INTERNALISER,RBHU,RBHU,WWW.RAIFFEISEN.HU
RENAISSANCE SECURITIES (CYPRUS) LIMITED,RENC,RENC,WWW.RENCAP.COM
TULLETT PREBON EU OTF,TPEU,TPEU,WWW.TPICAP.COM
WELLS FARGO SECURITIES INTERNATIONAL,WSIL,WSIL,WWW.WELLSFARGO.COM
ING BANK SLASKI SA - SYSTEMATIC INTERNALISER,INGW,INGW,WWW.INGBANK.PL
MAKOR SECURITIES LONDON LTD,MAKX,MAKX,WWW.MAKOR-CAPITAL.COM
WESTPAC BANKING CORPORATION - SYSTEMATIC INTERNALISER,WSIN,WSIN,WWW.WESTPAC.COM.AU/ABOUT-WESTPAC/GLOBAL-LOCATIONS/WESTPAC-UK/
BERENBERG FX - SYSTEMATIC INTERNALISER,BGFX,BGSI,WWW.BERENBERG.COM
BERENBERG FIXED INCOME - SYSTEMATIC INTERNALISER,BGFI,BGSI,WWW.BERENBERG.COM
SALZBURGER LANDES-HYPOTHEKENBANK,SLHB,SLHB,WWW.HYPOSALZBURG.AT
SIB CYPRUS LTD - SYSTEMATIC INTERNALISER,SIBC,SIBC,WWW.SIB.COM.CY
WEL - SYSTEMATIC INTERNALISER,WELN,WELN,WWW.WESTPAC.COM.AU/ABOUT-WESTPAC/GLOBAL-LOCATIONS/WESTPAC-UK/
BANK OF MONTREAL - LONDON BRANCH - SYSTEMATIC INTERNALISER,BMLB,BMLB,WWW.BMOCM.COM
WELLS FARGO LIQUIDITY CROSS ATS,WELX,WELX,WWW.WELLSFARGO.COM
SPOTLIGHT STOCK MARKET AB,XSAT,XSAT,WWW.SPOTLIGHTSTOCKMARKET.COM
BANK OF AMERICA MERRILL LYNCH EQUITY SWAP - INTERNAL PRICE SOURCE,BAIP,BAIP,WWW.BOFAML.COM
BANK OF AMERICA MERRILL LYNCH EQUITY SWAP - EXTERNAL PRICE SOURCE,BAEP,BAIP,WWW.BOFAML.COM
J AND E DAVY - IRISH GOVERNMENT BOND - SYSTEMATIC INTERNALISER,DAVY,DAVY,WWW.DAVY.IE
ICAP ENERGY LTD OTF - EUROPEAN COMMODITIES AND ENERGY DERIVATIVES,IECE,ICEO,WWW.TICAP.COM
ICAP MTF - COMMODITIES,IMCM,ICPM,WWW.TPICAP.COM
ICAP MTF - CREDIT DERIVATIVES,IMCD,ICPM,WWW.TPICAP.COM
LIGA BANK EG - SYSTEMATIC INTERNALISER,LIGA,LIGA,WWW.LIGABANK.DE
MBANK S.A. - SYSTEMATIC INTERNALISER,MBPL,MBPL,WWW.MBANK.PL
TULLETT PREBON EUROPE -  MTF - GOVERNMENT BONDS - UK GILTS,TEMG,TPEL,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PREBON FX DERIVATIVES,TEOF,TPEO,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - MADRID - CORPORATE BONDS AND SECURITISED DEBT,TOMF,TPES,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PARIS - GOVERNMENT BONDS - EXCLUDING GILTS,TEPG,TPFR,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PARIS - FX DERIVATIVES,TEPX,TPFR,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PARIS - REPOS,TEPR,TPFR,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PARIS - MONEY MARKET INSTRUMENTS,TEPM,TPFR,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PARIS,TPFR,TPFR,WWW.TPICAP.COM
TULLETT PREBON EUROPE - OTF - PARIS - INTEREST RATE DERIVATIVES,TEPI,TPFR,WWW.TPICAP.COM
TULLETT PREBON - INSTITUTIONAL SERVICES - MIREXA - OTF - CORPORATE BONDS AND SECURITISED DEBT,TPMF,TPIS,WWW.TPICAP.COM
TULLETT PREBON - INSTITUTIONAL SERVICES - TPSYNREX - OTF - CORPORATE BONDS AND SECURITISED DEBT,TPSY,TPIS,WWW.TPICAP.COM
TULLETT PREBON SECURITIES - MTF - GOVERNMENT BONDS - UK GILTS,TSUK,TPSL,WWW.TPICAP.COM
TULLETT PREBON SECURITIES - MTF - CREDIT DERIVATIVES,TSMC,TPSL,WWW.TPICAP.COM
TULLETT PREBON SECURITIES - MTF - GOVERNMENT BONDS EXCLUDING UK GILTS,TSMG,TPSL,WWW.TPICAP.COM
TULLETT PREBON SECURITIES - MTF - MONEY MARKET INSTRUMENTS,TSMI,TPSL,WWW.TPICAP.COM
TULLETT PREBON SECURITIES - MTF - CORPORATE BONDS AND SECURITISED DEBT,TSMB,TPSL,WWW.TPICAP.COM
"WELLS FARGO SECURITIES, LLC - CASH EQUITIES",WELS,WELS,WWW.WELLSFARGO.COM/COM/SECURITIES/MARKETS/
COMMONWEALTH BANK OF AUSTRALIA - LONDON BRANCH - SYSTEMATIC INTERNALISER,CBAL,CBAL,WWW.COMMBANK.COM.AU/ABOUT-US/OUR-COMPANY/INTERNATIONAL-BRANCHES/EUROPE.HTML
ICAP ENERGY,ICEN,ICAP,WWW.ICAPENERGY.COM
SEED DIGITAL SECURITIES MARKET,SCXA,SCXO,WWW.SEEDCX.COM
ALIOR BANK - SYSTEMATIC INTERNALISER,SIAB,SIAB,WWW.ALIORBANK.PL
BKS BANK AG - SYSTEMATIC INTERNALISER,BKSK,BKSK,WWW.BKS.AT
CREDIT INDUSTRIEL ET COMMERCIAL - SYSTEMATIC INTERNALISER,CMCI,CMCI,WWW.CIC.FR
"MIZUHO BANK, LTD. DUESSELDORF BRANCH - SYSTEMATIC INTERNALISER",MHBD,MHBD,WWW.MIZUHO-EMEA.COM
CREDIT SUISSE AG - OHS,CSOT,CSAG,WWW.CREDIT-SUISSE.COM
MUFG SECURITIES EMEA PLC - SYSTEMATIC INTERNALISER,MUSE,MUSE,WWW.MUFGEMEA.COM
NAB EUROPE LIMITED - SYSTEMATIC INTERNALISER - FIXED INCOME SECURITIES,NABU,NABE,WWW.NAB.COM.AU
NAB EUROPE LIMITED - SYSTEMATIC INTERNALISER,NABE,NABE,WWW.NAB.COM.AU
NATIONAL AUSTRALIA BANK - FX DERIVATIVES AND FIXED INCOME SECURITIES - SYSTEMATIC INTERNALISER,NABA,NABL,WWW.NAB.COM.AU
ABN AMRO BANK NV - SYSTEMATIC INTERNALISER,ABNA,ABNA,WWW.ABNAMRO.COM
BARCLAYS BANK IRELAND PLC - SYSTEMATIC INTERNALISER,BBIS,BBIE,WWW.BARCLAYS.IE
BARCLAYS BANK IRELAND PLC,BBIE,BBIE,WWW.BARCLAYS.IE
ERSTE BEFEKTETESI ZRT - SYSTEMATIC INTERNALISER,ERST,ERST,WWW.ERSTEBROKER.HU
IKB DEUTSCHE INDUSTRIEBANK AG - SYSTEMATIC INTERNALISER,IKBS,IKBS,WWW.IKB.DE
TURQUOISE EUROPE,TQEX,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
TURQUOISE EUROPE - NYLON CASH ORDER BOOK,TQEB,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
TURQUOISE EUROPE - DARK,TQEM,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
TURQUOISE EUROPE - LIT AUCTIONS,TQEA,TQEX,WWW.LSEG.COM/AREAS-EXPERTISE/OUR-MARKETS/TURQUOISE
WIENER BOERSE AG - APA,APAW,APAW,WWW.WIENERBOERSE.AT
NATIONAL AUSTRALIA BANK - SYSTEMATIC INTERNALISER,NABL,NABL,WWW.NAB.COM.AU
OBERBANK AG - SYSTEMATIC INTERNALISER,OBKL,OBKL,WWW.OBERBANK.AT
TRADEWEB JAPAN KK - PTS,TWJP,TWJP,WWW.TRADEWEB.COM
HUDSON RIVER TRADING (HRT),HRTF,HRTF,WWW.HUDSON-TRADING.COM
SUMITOMO MITSUI BANKING CORPORATION - BRUSSELS BRANCH - SYSTEMATIC INTERNALISER,SMBB,SMBB,WWW.SMBCGROUP.COM
CITIGROUP GLOBAL MARKETS EUROPE AG - SYSTEMATIC INTERNALISER,CGMD,CGMD,WWW.CITIGROUP.DE
EXANE DERIVATIVES - SYSTEMATIC INTERNALISER CONVERTIBLES,EXYY,EXSY,WWW.EXANE.COM
EXANE DERIVATIVES - SYSTEMATIC INTERNALISER OTHER BONDS,EXSF,EXSY,WWW.EXANE.COM
EXANE DERIVATIVES - SYSTEMATIC INTERNALISER STRUCTURED PRODUCTS,EXSP,EXSY,WWW.EXANE.COM
EXANE DERIVATIVES - SYSTEMATIC INTERNALISER OTC DERIVATIVES,EXSD,EXSY,WWW.EXANE.COM
EXANE DERIVATIVES - SYSTEMATIC INTERNALISER CORPORATE BONDS,EXSB,EXSY,WWW.EXANE.COM
EXANE DERIVATIVES - SYSTEMATIC INTERNALISER SHARES,EXSH,EXSY,WWW.EXANE.COM
HENEX S.A.,HEMO,HEMO,WWW.ENEXGROUP.GR
IMC - SYSTEMATIC INTERNALISER,IMCT,IMCT,WWW.IMC.COM
MET ZURICH,METZ,METZ,WWW.METZURICH.COM
MITSUBISHI UFJ INVESTOR SERVICES AND BANKING - SYSTEMATIC INTERNALISER,MIBL,MIBL,WWW.LU.TR.MUFG.JP
"MUFG BANK, LTD. - LONDON BRANCH -SYSTEMATIC INTERNALISER",MUBL,MUBL,WWW.BK.MUFG.JP
"MUFG BANK, LTD. - MILANO BRANCH - SYSTEMATIC INTERNALISER",MUBM,MUBM,WWW.BK.MUFG.JP
"MUFG BANK, LTD. - PARIS BRANCH - SYSTEMATIC INTERNALISER",MUBP,MUBP,WWW.BK.MUFG.JP
RAIFFEISEN BANK INTERNATIONAL AG - SYSTEMATIC INTERNALISER,RBIV,RBIV,WWW.RBINTERNATIONAL.COM
SUMITOMO MITSUI BANKING CORPORATION - LONDON BRANCH - SYSTEMATIC INTERNALISER,SMBG,SMBG,WWW.SMBCGROUP.COM
TURQUOISE NYLON CASH ORDER BOOK,TRQB,TRQX,WWW.TRADETURQUOISE.COM
MUFG BANK (EUROPE) N.V. - SYSTEMATIC INTERNALISER,MUBE,MUBE,WWW.BK.MUFG.JP
J.P. MORGAN SE - SYSTEMATIC INTERNALISER,JPEU,JPEU,WWW.JPMORGAN.COM
SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED,SMBE,SMBE,WWW.SMBCGROUP.COM
SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED - PARIS BRANCH,SMBP,SMBP,WWW.SMBCGROUP.COM
LIQUIDNET EU LIMITED EQUITY MTF,LEUE,LEUE,WWW.LIQUIDNET.COM
LIQUIDNET EU LIMITED FIXED INCOME MTF,LEUF,LEUE,WWW.LIQUIDNET.COM
HELABA - SYSTEMATIC INTERNALISER,HELA,HELA,WWW.HELABA.DE
NOMURA EUROPE - SYSTEMATIC INTERNALISER,NESI,NESI,WWW.NOMURA.COM
BANK HANDLOWY W WARSZAWIE S.A. - SYSTEMATIC INTERNALISER,BHWA,BHWA,WWW.CITIBANK.PL
FINRA/NASDAQ TRF CARTERET (TRADE REPORTING FACILITY),FINN,FINR,WWW.FINRA.ORG
BANCA DI ASTI - SYSTEMATIC INTERNALISER,ISBA,ISBA,WWW.BANCADIASTI.IT
BIVER BANCA - SYSTEMATIC INTERNALISER,ISBV,ISBV,WWW.BIVERBANCA.IT
KBC BANK NV  GROUP MARKETS - SYSTEMATIC INTERNALISER,KBCB,KBCB,WWW.KBC.COM
MACQUARIE BANK INTERNATIONAL LIMITED - SYSTEMATIC INTERNALISER,MAQI,MAQI,WWW.MACQUARIE.COM/UK
"MACQUARIE BANK LIMITED, LONDON BRANCH - SYSTEMATIC INTERNALISER",MAQU,MAQU,WWW.MACQUARIE.COM/UK
FINANCIALCONTENT - INDEXES,XFCI,FICO,WWW.FINANCIALCONTENT.COM
FINANCIALCONTENT - DIGITAL ASSET TRADE REPORTING FACILITY,XFDA,FICO,WWW.FINANCIALCONTENT.COM
FINANCIALCONTENT,FICO,FICO,WWW.FINANCIALCONTENT.COM
LBBW - LANDESBANK BADEN-WUERTTEMBERG,LBBW,LBBW,WWW.LBBW.DE
LBBW - LANDESBANK BADEN-WUERTTEMBERG - LIQUIDITY PROVIDER,LBWL,LBBW,WWW.LBBW.DE
LBBW - LANDESBANK BADEN-WUERTTEMBERG - SYSTEMATIC INTERNALISER,LBWS,LBBW,WWW.LBBW.DE
NASDAQ OMX EUROPE,NURO,NURO,WWW.NASDAQOMXEUROPE.COM
NASDAQ OMX NLX,XNLX,NURO,WWW.NLX.CO.UK
MTS CORPORATE MARKET,MTSM,MTSO,WWW.MTSMARKETS.COM
NASDAQ EUROPE (NURO) DARK,NURD,NURO,WWW.NASDAQOMXEUROPE.COM
TULLETT PREBON EUROPE -  MTF - COMMODITIES AND ENERGY DERIVATIVES,TEMC,TPEL,WWW.TPICAP.COM
TULLETT PREBON - INSTITUTIONAL SERVICES - MIREXA - OTF - GOVERNMENT BONDS,TPMG,TPIS,WWW.TPICAP.COM
CBOE EDGA U.S. EQUITIES EXCHANGE,EDGA,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE EDGA U.S. EQUITIES EXCHANGE DARK,EDGD,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE EDGX OPTIONS EXCHANGE,EDGO,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE EDGX U.S. EQUITIES EXCHANGE,EDGX,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE BZX U.S. EQUITIES EXCHANGE,BATS,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE BYX U.S. EQUITIES EXCHANGE,BATY,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE BYX U.S. EQUITIES EXCHANGE DARK,BYXD,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE BZX U.S. EQUITIES EXCHANGE DARK,BZXD,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE EDGX U.S. EQUITIES EXCHANGE DARK,EDDP,XCBO,HTTP://MARKETS.CBOE.COM/
CBOE BZX OPTIONS EXCHANGE,BATO,XCBO,HTTP://MARKETS.CBOE.COM/
JSE CURRENCY DERIVATIVES MARKET,ZFXM,XJSE,WWW.JSE.CO.ZA
BLOOMBERG DATA REPORTING SERVICES B.V. - APA,BAPE,BAPE,WWW.BLOOMBERGAPAE.COM
BANK OF AMERICA MERRILL LYNCH - SWAP EXECUTIONS,BASE,BASE,WWW.BOFAML.COM
"BANQUE ET CAISSE D'EPARGNE DE L'ETAT, LUXEMBOURG - BCEE - SYSTEMATIC INTERNALISER",BCEE,BCEE,WWW.BCEE.LU
BAYERNLB - LIQP BONDS MARKET,BLIQ,BLBB,WWW.BAYERNLB.DE
BAYERNLB - FX HANDEL - SYSTEMATIC INTERNALISER,BSFX,BLBB,WWW.BAYERNLB.DE
BAYERNLB - IDEAL FX - SYSTEMATIC INTERNALISER,BDEA,BLBB,WWW.BAYERNLB.DE
BAYERNLB - BONDS MARKET - SYSTEMATIC INTERNALISER,BLBS,BLBB,WWW.BAYERNLB.DE
PKO BANK POLSKI S.A. - SYSTEMATIC INTERNALISER,BPKO,BPKO,WWW.PKOBP.PL
BLOOMBERG TRADING FACILITY B.V.,BTFE,BTFE,WWW.BLOOMBERGTFE.COM
HUDSON RIVER TRADING - SYSTEMATIC INTERNALISER,HRSI,HRSI,WWW.HUDSON-TRADING.COM
R5FX LIMITED,R5FX,R5FX,WWW.R5FX.COM
SUSQUEHANNA INTERNATIONAL SECURITIES LIMITED - SYSTEMATIC INTERNALISER,SISI,SISI,HTTPS://SIG.COM/
BANCA ETICA - SYSTEMATIC INTERNALISER,BEIS,BEIS,WWW.BANCAETICA.IT
BAYERNLB,BLBB,BLBB,WWW.BAYERNLB.DE
BANK OF AMERICA MERRILL LYNCH - SIMPLEX BLAST X,BASX,BASX,WWW.JAPAN.ML.COM/JAPAN_OVERVIEW/MLJS_OVERVIEW.ASP
HUDSON RIVER TRADING,HRTX,HRTX,WWW.HUDSON-TRADING.COM
ICAP ENERGY AS,ICAS,ICAS,WWW.ICAPENERGY.COM/EU
INTELLIGENTCROSS,INCR,INCR,WWW.INTELLIGENTCROSS.COM
ICAP SECURITIES OTF - BUTLER FX DERIVATIVES,IOFB,IOTF,WWW.TICAP.COM
MS RPOOL,MSRP,MSCO,WWW.MORGANSTANLEY.COM
SOVA CAPITAL - SYSTEMATIC INTERNALISER,OCSI,OCSI,WWW.SOVACAPITAL.COM
EDMOND DE ROTHSCHILD  (FRANCE) - SYSTEMATIC INTERNALISER,EDRF,EDRF,WWW.EDMOND-DE-ROTHSCHILD.COM
THE BANK OF NOVA SCOTIA - SYSTEMATIC INTERNALISER,BNSX,BNSX,WWW.SCOTIABANK.COM
EXANE BNP PARIBAS - SYSTEMATIC INTERNALISER,EXSE,EXSE,WWW.EXANE.COM
MORGAN STANLEY AND CO. INTERNATIONAL PLC - SYSTEMATIC INTERNALISER,MSSI,MSIP,WWW.MORGANSTANLEY.COM
TULLETT PREBON - INSTITUTIONAL SERVICES - LIQUIDITY CHAIN - OTF - CORPORATE BONDS AND SECURITISED DEBT,TPLF,TPIS,WWW.TPICAP.COM
NASDAQ MIDPOINT-ELO (M-ELO),MELO,XNAS,WWW.NASDAQTRADER.COM
ASTANA INTERNATIONAL EXCHANGE LTD,AIXK,AIXK,WWW.AIX.KZ
CITIBLOC,CBLC,CGMI,WWW.CITIBANK.COM/MSS/PRODUCTS/EQUITIES/E_TRADING/LIQUIDITY.HTML
CIOI,CIOI,CGMI,WWW.CITIVELOCITY.COM
LLOYDS BANK CORPORATE MARKETS - SYSTEMATIC INTERNALISER,LBCM,LBCM,WWW.LLOYDSBANKCORPORATEMARKETS.COM
RAIFFEISENLANDESBANK OBERÖSTERREICH - SYSTEMATIC INTERNALISER,RLBO,RLBO,WWW.RLBOOE.AT
SCOTIABANK - SYSTEMATIC INTERNALISER,SBEX,SBEX,WWW.SCOTIABANK.COM
VTB CAPITAL PLC - SYSTEMATIC INTERNALISER,VTBC,VTBC,WWW.VTBCAPITAL.COM
EUREX REPO - HQLA MARKET,XEHQ,XEUP,WWW.EUREXREPO.COM
ZAR X,ZARX,ZARX,WWW.ZARX.CO.ZA
IPSX,IPSX,IPSX,WWW.IPSX.COM
TULLETT PREBON SECURITIES - FRANKFURT - OTF,TPDE,TPDE,WWW.TULLETTPREBON.COM
TULLETT PREBON SECURITIES - FRANKFURT - OTF - GOVERNMENT BONDS - EX GILTS,TSFG,TPDE,WWW.TULLETTPREBON.COM
TULLETT PREBON SECURITIES - FRANKFURT - OTF - CORPORATE BONDS AND SECURITISED DEBT,TSFF,TPDE,WWW.TULLETTPREBON.COM
COMMERG,COMM,COMM,WWW.COMMERG.COM
FIRST NORTH SWEDEN - NORWAY AUCTION ON DEMAND,MOSE,XSTO,NASDAQOMXNORDIC.COM/FIRSTNORTH
FIRST NORTH SWEDEN - NORWAY NORDIC@MID,DOSE,XSTO,NASDAQOMXNORDIC.COM/FIRSTNORTH
BRAEMAR ATLANTIC SECURITIES LTD,ATLB,ATLB,WWW.ATLANTICBROKERS.CO.UK
CONTINENTAL CAPITAL MARKETS S.A.,CCMS,CCMS,WWW.CONTICAP.COM
DAIWA CAPITAL MARKETS EUROPE LIMITED,DAIW,DAIW,WWW.UK.DAIWACM.COM
